"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","total_sulfur_dioxide","density","potassium_sulphate","alcohol","quality"
6.8,0.15,0.41,12.9,0.044,183,0.99742,0.78,10.2,6
6.4,0.42,0.19,9.3,0.043,145,0.99433,0.53,10.98,5
6.8,0.15,0.41,12.9,0.044,183,0.99742,0.78,10.2,6
6,0.2,0.24,5.3,0.075,201,0.99466,0.43,9.5,5
8.1,0.33,0.36,7.4,0.037,156,0.99592,0.54,10.6,6
6.4,0.38,0.26,8.2,0.043,98,0.99234,0.31,11.4,6
7.4,0.32,0.22,11.7,0.035,150,0.99578,0.45,10.4,5
7.1,0.21,0.37,2.4,0.026,100,0.9903,0.38,11.4,7
6.6,0.19,0.35,1.5,0.037,107,0.99006,0.68,12,7
6,0.41,0.21,1.9,0.05,122,0.9928,0.52,10.5,6
6,0.44,0.26,3.1,0.053,128,0.98982,0.39,12.7,6
7.1,0.32,0.34,14.5,0.039,150,0.995,0.5,12.5,8
6.4,0.24,0.31,2.8,0.038,114,0.99155,0.66,11.7,7
7.3,0.23,0.41,14.6,0.048,223,0.99863,0.71,9.4,6
8.7,0.23,0.32,13.4,0.044,169,0.99975,0.47,8.8,7
5.6,0.21,0.24,4.4,0.027,150,0.991,0.31,11.5,7
5.7,0.25,0.27,11.5,0.04,120,0.99411,0.31,10.8,6
7.1,0.33,0.3,3.3,0.034,102,0.9912,0.31,12.3,7
7.9,0.34,0.44,6.5,0.027,126,0.99124,0.37,12.5,6
7.2,0.23,0.39,2.3,0.033,102,0.9908,0.54,12.3,7
8.2,0.38,0.49,13.6,0.042,166,0.99855,0.54,9.4,5
6.6,0.28,0.41,7,0.046,194,0.99558,0.48,9.4,5
6.4,0.22,0.49,7.5,0.054,151,0.9948,0.52,10.1,6
5.6,0.41,0.24,1.9,0.034,53,0.98815,0.5,13.5,7
6.9,0.4,0.56,11.2,0.043,142,0.9975,0.46,8.7,5
6.3,0.37,0.28,6.3,0.034,152,0.9921,0.46,11.6,7
6.3,0.25,0.44,1.7,0.024,116,0.98935,0.4,12.5,6
5.9,0.26,0.24,2.4,0.046,132,0.99234,0.73,11.3,5
7.8,0.34,0.35,1.8,0.042,167,0.9908,0.41,12.1,6
7.1,0.31,0.5,14.5,0.059,148,0.9983,0.44,9.1,5
5.6,0.26,0.5,11.4,0.029,93,0.99428,0.49,10.5,6
6.4,0.62,0.12,4.7,0.06,196,0.99556,0.48,8.9,5
7.4,0.27,0.28,1.8,0.04,121,0.99043,0.4,11.9,5
6.7,0.27,0.33,3.6,0.034,45,0.99144,0.4,10.5,6
7.3,0.27,0.3,1.3,0.04,84,0.99222,0.53,10.7,6
7.3,0.18,0.65,1.4,0.046,157,0.9946,0.62,9.4,6
5.6,0.22,0.32,1.2,0.024,97,0.98823,0.46,13.05,7
6.9,0.4,0.56,11.2,0.043,142,0.9975,0.46,8.7,5
8.1,0.27,0.33,1.3,0.045,100,0.99066,0.44,12.4,6
7,0.19,0.33,6.3,0.032,127,0.99182,0.38,12.2,6
7.4,0.28,0.36,14.6,0.048,161,0.9968,0.56,10.6,5
7.1,0.44,0.37,2.7,0.041,128,0.9896,0.43,13.5,7
7.2,0.14,0.32,1.1,0.022,116,0.99218,0.67,10,6
8.2,0.68,0.3,2.1,0.047,138,0.995,0.71,10.8,4
7.5,0.23,0.68,11,0.047,133,0.9978,0.38,8.8,5
7.5,0.29,0.67,8.1,0.037,166,0.9966,0.41,8.9,6
8,0.25,0.27,9.7,0.036,85,0.99406,0.36,11.2,6
8.2,0.18,0.28,8.5,0.035,140,0.9952,0.37,10.1,7
9.4,0.28,0.3,1.6,0.045,139,0.99534,0.49,9.3,5
6.1,0.41,0.04,1.3,0.036,121,0.99228,0.61,9.9,6
6.6,0.26,0.52,8.2,0.047,191,0.99541,0.47,9.5,6
6.4,0.38,0.24,7.2,0.047,151,0.99604,0.6,9.2,5
7.5,0.26,0.26,18.35,0.084,139,1.0011,0.39,8.8,5
7.3,0.23,0.37,1.8,0.032,156,0.992,0.35,11.1,6
9.2,0.32,0.42,1.3,0.046,186,0.9949,0.48,9.6,5
6,0.495,0.27,5,0.157,129,0.99396,0.36,9.3,5
7.1,0.28,0.26,1.9,0.049,86,0.9934,0.38,9.4,5
6,0.16,0.37,1.5,0.025,117,0.9928,0.51,9.7,6
6.1,0.31,0.34,2.8,0.042,162,0.99179,0.47,10.8,6
6.8,0.26,0.4,7.5,0.046,179,0.99583,0.49,9.3,5
8.2,0.27,0.39,7.8,0.039,208,0.9976,0.51,9.5,6
6.5,0.19,0.26,5.2,0.04,140,0.995,0.68,9.5,6
5.7,0.27,0.16,9,0.053,111,0.99474,0.37,10.4,6
7.4,0.25,0.49,1.1,0.042,156,0.9917,0.55,11.3,5
7.3,0.3,0.22,6.4,0.056,168,0.9947,0.35,10.1,6
7.7,0.28,0.33,6.7,0.037,155,0.9951,0.62,10.7,7
6.9,0.37,0.23,9.5,0.057,166,0.99568,0.42,10,5
6.3,0.3,0.34,1.6,0.049,132,0.994,0.49,9.5,6
6.4,0.41,0.01,6.1,0.048,70,0.99362,0.42,10,5
7.3,0.2,0.29,19.9,0.039,237,1.00037,0.48,9.2,6
5.6,0.42,0.34,2.4,0.022,97,0.98915,0.38,12.8,7
6,0.32,0.32,4.8,0.041,186,0.99235,0.54,11,6
6.8,0.25,0.28,5,0.035,126,0.99048,0.38,12.6,7
7.2,0.14,0.35,1.2,0.036,73,0.9938,0.39,9.9,5
6.4,0.46,0.08,4.9,0.046,144,0.99445,0.56,10,5
6.7,0.25,0.26,1.55,0.041,216,0.9949,0.63,9.4,3
5.6,0.19,0.47,4.5,0.03,112,0.9922,0.45,11.2,6
6.9,0.28,0.3,1.6,0.047,132,0.9918,0.38,11.1,7
7.1,0.3,0.36,6.8,0.055,234,0.9972,0.64,10.2,6
6.7,0.16,0.32,12.5,0.035,156,0.99666,0.36,9,6
6.8,0.26,0.34,15.1,0.06,162,0.99705,0.52,10.5,3
8.6,0.18,0.28,0.8,0.032,78,0.99104,0.38,11.1,5
6.7,0.23,0.25,1.6,0.036,143,0.99256,0.54,10.3,6
6.4,0.25,0.37,4.5,0.039,147,0.9921,0.4,11.1,7
7.1,0.3,0.46,1.5,0.066,133,0.9906,0.54,12.7,6
7.7,0.3,0.32,1.6,0.037,124,0.9919,0.33,11,6
7.4,0.19,0.31,14.5,0.045,193,0.9986,0.5,9.2,6
5.8,0.26,0.29,1,0.042,101,0.99044,0.48,11.4,7
6.2,0.21,0.29,1.6,0.039,92,0.99114,0.5,11.2,6
7.2,0.23,0.38,6.1,0.067,90,0.99496,0.79,9.7,5
5.5,0.19,0.27,0.9,0.04,103,0.99026,0.39,11.2,5
5.9,0.12,0.28,1.4,0.037,83,0.99074,0.42,10.9,7
6.6,0.39,0.22,4,0.038,98,0.99018,0.53,13,7
6.7,0.13,0.32,3.7,0.017,99,0.99348,0.44,10,6
7,0.24,0.36,2.8,0.034,112,0.99,0.38,12.6,8
6.3,0.21,0.29,11.7,0.048,147,0.99482,0.38,10.8,5
6.1,0.32,0.37,1.8,0.051,200,0.9945,0.44,10.5,4
7,0.31,0.29,1.4,0.037,128,0.9896,0.36,12.2,7
6.2,0.33,0.41,16.8,0.037,173,0.99882,0.57,9.4,6
6.8,0.22,0.32,5.9,0.054,152,0.9938,0.57,10.8,6
5.9,0.19,0.37,0.8,0.027,21,0.9897,0.31,10.8,5
7.2,0.6,0.2,9.9,0.07,174,0.9971,0.54,9.1,5
5.9,0.28,0.14,8.6,0.032,142,0.99542,0.44,9.5,6
6.8,0.28,0.17,13.9,0.047,162,0.9983,0.51,9,6
5.9,0.31,0.3,7.7,0.047,206,0.995,0.39,9.6,6
6.8,0.29,0.32,1.8,0.032,130,0.99095,0.62,11.2,6
6,0.2,0.33,1.1,0.039,126,0.99051,0.45,11.6,7
6.9,0.115,0.35,5.4,0.048,108,0.9939,0.42,10.2,6
8.5,0.2,0.4,1.1,0.046,106,0.99194,0.35,10.5,4
7.1,0.33,0.18,6.3,0.094,166,0.99474,0.49,9.5,5
8.1,0.19,0.58,16.65,0.049,181,1.0006,0.62,9.1,6
5.9,0.27,0.29,11.4,0.036,115,0.9949,0.48,10.5,8
7.9,0.25,0.35,6.7,0.039,64,0.99362,0.49,10.7,5
6.6,0.3,0.24,1.2,0.034,121,0.9933,0.36,9.2,5
7.5,0.24,0.29,1.1,0.046,84,0.9902,0.39,11.45,6
7,0.3,0.38,14.9,0.032,181,0.9983,0.61,9.3,7
6.3,0.2,0.37,11.8,0.045,130,0.99519,0.35,10.8,5
6.7,0.34,0.26,1.9,0.038,138,0.9893,0.47,12.2,7
6.6,0.21,0.39,2.3,0.041,102,0.99221,0.58,10.9,7
9.5,0.21,0.47,1.3,0.039,123,0.9959,0.64,9.5,5
6.5,0.21,0.35,5.7,0.043,197,0.99392,0.5,10.1,6
7.8,0.21,0.27,1.2,0.051,89,0.9936,0.46,9.1,5
6.3,0.35,0.3,5.7,0.035,97,0.9927,0.41,11,7
7.3,0.26,0.31,1.6,0.04,173,0.9918,0.51,11.4,6
7.8,0.28,0.31,2.1,0.046,208,0.99434,0.64,9.8,5
10.7,0.22,0.56,8.2,0.044,181,0.998,0.68,9.5,6
7.5,0.19,0.34,2.6,0.037,125,0.9923,0.49,11.1,7
6.7,0.31,0.42,6.4,0.057,148,0.9955,0.45,9.6,5
7.6,0.38,0.2,3.4,0.046,116,0.9944,0.41,9.4,5
7.8,0.31,0.4,1.6,0.027,87,0.9911,0.48,11.9,6
7.3,0.25,0.36,13.1,0.05,200,0.9986,0.46,8.9,7
6.2,0.33,0.14,4.8,0.052,128,0.99475,0.48,9.4,5
7.7,0.42,0.31,9.2,0.048,221,0.9969,0.61,9.2,6
7,0.24,0.35,1.5,0.052,128,0.9941,0.59,10.4,7
7.4,0.34,0.42,1.1,0.033,171,0.9917,0.53,11.3,6
7,0.31,0.52,1.7,0.029,61,0.9918,0.43,10.4,5
7.4,0.24,0.22,10.7,0.042,81,0.9954,0.36,9.7,6
6.4,0.16,0.25,1.4,0.057,125,0.99091,0.44,11.1,7
6.2,0.25,0.31,3.2,0.03,150,0.99014,0.31,12,6
5.2,0.185,0.22,1,0.03,123,0.99218,0.44,10.15,6
6.4,0.595,0.14,5.2,0.058,97,0.9951,0.36,9,4
7,0.29,0.54,10.7,0.046,234,0.9966,0.61,9.5,5
6.8,0.34,0.27,5.2,0.06,169,0.99252,0.57,11.6,6
5.8,0.32,0.31,2.7,0.049,153,0.99067,0.73,12.2,7
7.6,0.23,0.64,12.9,0.033,170,0.998,0.53,8.8,5
6.2,0.35,0.25,18.4,0.051,182,0.99946,0.62,9.3,6
6.6,0.23,0.2,11.4,0.044,131,0.99604,0.51,9.7,6
7.1,0.32,0.4,1.5,0.034,84,0.9944,0.6,10.4,5
6.9,0.22,0.39,6,0.035,141,0.99123,0.33,12.5,6
6.3,0.19,0.32,2.8,0.046,80,0.99043,0.47,11.05,6
7.6,0.2,0.68,12.9,0.042,160,0.99841,0.41,8.7,5
6.8,0.27,0.3,13,0.047,160,0.99705,0.5,9.6,6
6.4,0.4,0.19,3.2,0.033,124,0.9904,0.54,12.7,7
5.7,0.23,0.28,9.65,0.025,121,0.9925,0.38,11.3,6
6.2,0.31,0.23,3.3,0.052,113,0.99429,0.48,8.4,5
6.2,0.2,0.25,15,0.055,120,0.99767,0.53,9.6,6
7.3,0.25,0.36,13.1,0.05,200,0.9986,0.46,8.9,7
6.8,0.28,0.44,11.5,0.04,223,0.9969,0.56,9.5,5
6.5,0.23,0.39,1.9,0.036,98,0.99,0.43,11.9,7
6.9,0.25,0.24,3.6,0.057,85,0.9942,0.48,9.5,4
7.8,0.2,0.2,1.4,0.036,83,0.99088,0.46,11.7,6
8.2,0.3,0.44,12.4,0.043,154,0.99452,0.33,12,6
6.3,0.21,0.33,13.9,0.046,179,0.9971,0.5,10.4,6
5.6,0.695,0.06,6.8,0.042,84,0.99432,0.44,10.2,5
6.4,0.22,0.38,9.1,0.044,127,0.99326,0.3,11,7
5.5,0.16,0.31,1.2,0.026,68,0.9898,0.44,11.65,6
6.7,0.26,0.51,8,0.062,194,0.99545,0.5,9.6,5
5.6,0.15,0.26,5.55,0.051,139,0.99336,0.5,11,6
6.9,0.18,0.38,6.5,0.039,110,0.9943,0.42,10.5,5
7.4,0.32,0.22,1.7,0.051,179,0.9955,0.69,8.9,5
5.8,0.3,0.09,6.3,0.042,138,0.99382,0.48,9.7,5
6.4,0.24,0.29,1,0.038,122,0.9906,0.42,11.5,5
6.8,0.17,0.17,5.1,0.049,82,0.993,0.38,9.8,6
6.4,0.17,0.27,9.9,0.047,101,0.99596,0.5,9.9,6
6,0.28,0.52,6.2,0.028,104,0.99161,0.51,11.8,7
7.3,0.32,0.23,13.7,0.05,197,0.9985,0.46,8.7,5
7.5,0.42,0.14,10.7,0.046,95,0.9959,0.33,10.7,5
6.3,0.24,0.35,2.3,0.039,109,0.99056,0.44,11.8,6
5.6,0.2,0.36,2.5,0.048,125,0.99282,0.49,10,6
8.1,0.34,0.28,7.5,0.04,230,0.99558,0.55,9.8,6
6.7,0.34,0.43,1.6,0.041,114,0.99014,0.44,12.6,6
7.4,0.38,0.34,8.3,0.052,168,0.99627,0.52,9.2,5
6.2,0.2,0.28,1.1,0.039,78,0.9899,0.47,12.1,6
7,0.21,0.22,5.1,0.048,168,0.9945,0.49,10.4,6
7.3,0.3,0.74,13.5,0.039,165,0.9982,0.4,8.7,5
5.4,0.59,0.07,7,0.045,147,0.9944,0.57,9.7,6
6.3,0.29,0.28,4.7,0.059,81,0.99036,0.56,12.7,8
6.6,0.545,0.04,2.5,0.031,111,0.9906,0.32,11.9,5
6.8,0.3,0.33,12.8,0.041,168,0.99659,0.56,9.8,5
7.6,0.3,0.27,10.6,0.039,119,0.99815,0.3,9.3,6
6.3,0.25,0.27,6.6,0.054,158,0.99378,0.48,10.3,5
7.5,0.24,0.31,13.1,0.05,180,0.99884,0.53,9.1,6
6.6,0.23,0.24,3.9,0.045,138,0.9922,0.64,11.3,7
7.2,0.24,0.36,2,0.029,63,0.99076,0.63,12.5,6
6.7,0.44,0.22,4.3,0.032,99,0.99015,0.53,12.8,7
7,0.16,0.3,2.6,0.043,90,0.99047,0.47,11.2,6
6,0.27,0.26,1.3,0.038,138,0.99125,0.43,11.1,6
5,0.24,0.21,2.2,0.039,100,0.99098,0.62,11.7,6
6.3,0.255,0.37,1.1,0.04,114,0.9905,0.39,10.9,6
7,0.15,0.28,14.7,0.051,149,0.99792,0.39,9,7
7.6,0.31,0.52,13.2,0.042,148,0.99839,0.47,9.1,6
6.7,0.46,0.18,2.4,0.034,98,0.9896,0.44,12.6,7
5.7,0.22,0.28,1.3,0.027,101,0.98948,0.38,12.5,7
7.8,0.4,0.26,9.5,0.059,178,0.9955,0.43,10.9,6
6.6,0.25,0.24,1.7,0.048,124,0.9942,0.6,10.1,6
8.4,0.57,0.44,10.7,0.051,195,0.9981,0.51,10.4,5
7.4,0.29,0.25,3.8,0.044,114,0.992,0.4,11,6
6.6,0.16,0.4,1.5,0.044,143,0.9912,0.52,12.4,7
4.7,0.145,0.29,1,0.042,90,0.9908,0.49,11.3,6
7.2,0.24,0.29,2.2,0.037,102,0.992,0.64,11,7
7,0.21,0.28,8.6,0.045,221,0.9954,0.54,10.4,6
7.3,0.17,0.24,8.1,0.121,162,0.99508,0.38,10.4,8
6,0.27,0.4,1.7,0.021,82,0.9891,0.95,13.1333333333333,6
7.5,0.17,0.32,1.7,0.04,148,0.9916,0.44,11.5,7
7.2,0.21,0.31,10.5,0.035,122,0.99478,0.4,10.6,6
6.9,0.37,0.28,13.8,0.031,137,0.9948,0.37,11.6,6
7.2,0.19,0.39,1.2,0.036,85,0.9918,0.5,10.5,5
5.8,0.32,0.28,4.3,0.032,115,0.98946,0.57,13,8
7.7,0.28,0.35,15.3,0.056,117,0.9998,0.5,9.6,5
5.9,0.26,0.25,12.5,0.034,152,0.9977,0.43,9.4,5
7.4,0.19,0.31,14.5,0.045,193,0.9986,0.5,9.2,6
6.3,0.2,0.4,1.5,0.037,107,0.9917,0.5,11.4,6
8.3,0.25,0.49,16.8,0.048,228,1.0001,0.52,9.2,6
6.2,0.31,0.23,3.3,0.052,113,0.99429,0.48,8.4,5
7.9,0.345,0.51,15.3,0.047,171,0.9987,0.51,9.1,5
6.3,0.3,0.2,3.7,0.039,132,0.99158,0.38,10.7,5
7.8,0.43,0.49,13,0.033,158,0.9955,0.35,11.3,6
6.6,0.22,0.28,12.05,0.058,125,0.99856,0.45,9.4,5
7.3,0.34,0.3,9.4,0.057,178,0.99554,0.44,10.4,6
6.6,0.26,0.36,1.2,0.035,126,0.99094,0.63,11.4,6
6.6,0.435,0.38,9.2,0.058,243,0.99833,0.54,9.1,6
6.4,0.25,0.32,5.5,0.049,176,0.995,0.68,9.2,6
6.8,0.21,0.4,6.3,0.032,121,0.99214,0.53,12,7
5.1,0.165,0.22,5.7,0.047,146,0.9934,0.55,9.9,6
6.9,0.26,0.33,12.6,0.051,173,0.998,0.38,9.9,5
6.9,0.3,0.21,15.7,0.056,159,0.99827,0.48,9,5
7.9,0.19,0.26,2.1,0.039,143,0.9942,0.74,9.8,5
6.2,0.23,0.36,17.2,0.039,130,0.99946,0.43,8.8,6
8,0.37,0.32,1.6,0.04,166,0.992,0.55,11.3,7
6.6,0.25,0.32,5.6,0.039,68,0.99163,0.52,11.1,6
6.1,0.68,0.52,1.4,0.037,123,0.99022,0.45,12,6
7,0.34,0.39,6.9,0.066,162,0.99561,0.53,9.5,5
6.8,0.25,0.38,8.1,0.046,155,0.9956,0.59,10.2,6
7,0.31,0.31,9.1,0.036,140,0.99216,0.31,12,7
7.2,0.21,1,1.1,0.154,114,0.9931,0.43,9.2,6
7.1,0.24,0.41,17.8,0.046,145,0.9998,0.39,8.7,5
7.6,0.36,0.44,8.3,0.255,142,0.9958,0.43,10.2,6
7.5,0.17,0.44,11.3,0.046,146,0.997,0.45,10,6
7.6,0.17,0.27,4.6,0.05,98,0.99422,0.47,9.5,6
6.3,0.21,0.58,10,0.081,126,0.9962,0.46,8.9,5
7.2,0.26,0.4,6.3,0.047,172,0.99573,0.53,9.5,6
6.9,0.3,0.45,1.4,0.039,122,0.99059,0.47,11.1,7
5.9,0.23,0.3,12.9,0.054,170,0.9972,0.39,9.4,5
6.4,0.42,0.74,12.8,0.076,209,0.9978,0.58,9,6
6.4,0.32,0.35,4.8,0.03,101,0.9912,0.6,12.5,8
6.8,0.24,0.34,5.1,0.038,99,0.9921,0.46,11.8,6
5.7,0.135,0.3,4.6,0.042,101,0.9946,0.42,9.3,6
5.6,0.185,0.19,7.1,0.048,110,0.99438,0.41,9.5,6
6.7,0.25,0.13,1.2,0.041,174,0.992,0.42,9.8,5
6.6,0.23,0.37,8.5,0.036,153,0.99576,0.48,9.4,6
6,0.22,0.28,1.1,0.034,90,0.98862,0.38,12.6,6
6.4,0.19,0.42,2.9,0.032,83,0.9908,0.41,11.7,6
6.4,0.41,0.24,14,0.048,113,0.9982,0.53,9.8,6
6.6,0.24,0.35,7.7,0.031,135,0.9938,0.37,10.5,5
7.3,0.21,0.49,1.8,0.038,152,0.9912,0.44,12.6,7
7.4,0.23,0.38,8.6,0.052,150,0.99534,0.46,10.3,5
6.9,0.17,0.22,4.6,0.064,152,0.9952,0.37,9.3,6
5.8,0.34,0.16,7,0.037,116,0.9949,0.45,10,7
7.8,0.43,0.49,13,0.033,158,0.9955,0.35,11.3,6
6.3,0.27,0.51,7.6,0.049,200,0.99548,0.54,9.4,4
6.2,0.31,0.21,6.3,0.041,218,0.9941,0.6,10,5
7.3,0.26,0.49,5,0.028,107,0.9936,0.54,10.8,6
8,0.44,0.49,9.1,0.031,151,0.9926,0.27,12.7,8
6.8,0.35,0.32,2.4,0.048,103,0.9911,0.46,12,8
5.1,0.14,0.25,0.7,0.039,89,0.9919,0.43,9.2,6
6.8,0.22,0.37,1.7,0.036,195,0.9908,0.72,12.5,6
6.9,0.58,0.58,8.2,0.032,169,0.99275,0.44,12.2,6
6.2,0.3,0.42,2.2,0.036,128,0.9901,0.38,11.6,6
6.7,0.28,0.34,8.9,0.048,111,0.99455,0.54,11,7
8,0.19,0.3,2,0.053,140,0.994,0.49,9.6,6
6.4,0.3,0.38,7.8,0.046,192,0.9955,0.37,9,5
6.8,0.2,0.27,1.2,0.034,68,0.9902,0.37,11.7,4
7.1,0.25,0.28,1.2,0.04,111,0.99174,0.53,11.1,5
7.9,0.2,0.34,1.2,0.04,118,0.9932,0.41,10.6,6
7.4,0.2,0.35,2.1,0.038,116,0.9949,0.77,10.3,7
6.7,0.17,0.42,10.4,0.038,182,0.99628,0.44,8.9,6
6.3,0.23,0.3,1.8,0.033,91,0.9906,0.4,11.8,6
6.5,0.35,0.31,10.2,0.069,170,0.99692,0.49,9.4,5
5.8,0.29,0.05,0.8,0.038,30,0.9924,0.35,9.2,5
8,0.28,0.32,7.6,0.045,204,0.99543,0.55,10.1,6
6.1,0.32,0.28,6.6,0.021,132,0.99188,0.36,11.45,7
6.8,0.18,0.3,12.8,0.062,171,0.99808,0.52,9,7
8,0.57,0.39,3.9,0.034,122,0.9917,0.67,12.8,7
6.8,0.27,0.24,4.6,0.098,127,0.99412,0.49,9.6,6
6.4,0.105,0.29,1.1,0.035,140,0.99142,0.55,10.7,7
6.6,0.38,0.15,4.6,0.044,78,0.9931,0.38,10.2,6
8.4,0.32,0.35,11.7,0.029,46,0.99439,0.34,11.8,6
6,0.33,0.2,1.8,0.031,159,0.9919,0.53,11,6
7.3,0.39,0.37,1.1,0.043,113,0.991,0.48,12.7,8
7.2,0.24,0.28,1.9,0.032,92,0.9914,0.39,10.9,6
6.4,0.17,0.27,9.9,0.047,101,0.99596,0.5,9.9,6
6.1,0.24,0.32,9,0.031,134,0.99234,0.26,12.3,7
7.2,0.22,0.49,1,0.045,140,0.99,0.34,12.7,6
8.5,0.16,0.33,1,0.076,57,0.9921,0.46,10.6,6
6.7,0.34,0.3,8.5,0.059,152,0.99615,0.64,11,7
6.5,0.28,0.34,3.6,0.04,121,0.99111,0.48,12.1,7
7.2,0.5,0,0.8,0.034,114,0.9932,0.34,9.2,4
8.9,0.34,0.32,1.3,0.041,188,0.9953,0.49,9.5,5
7.7,0.44,0.24,11.2,0.031,167,0.9948,0.43,11.3,7
6.5,0.36,0.32,1.1,0.031,66,0.9916,0.46,10.6,5
6.9,0.31,0.33,12.7,0.038,116,0.9954,0.65,10.4,6
8.3,0.25,0.33,2.5,0.053,72,0.99404,0.48,9.5,5
8.3,0.21,0.41,2.2,0.05,108,0.994,0.45,9.5,5
6.7,0.16,0.32,12.5,0.035,156,0.99666,0.36,9,6
6.8,0.32,0.34,6,0.05,129,0.9953,0.4,9.1,5
7.2,0.22,0.28,7.2,0.06,132,0.9935,0.59,11.3,6
6.1,0.28,0.26,1.5,0.03,101,0.98894,0.41,12.1,6
6.5,0.3,0.28,11.45,0.041,109,0.99418,0.3,10.9,6
6.5,0.28,0.35,15.4,0.042,195,0.9978,0.5,9.6,6
7.3,0.25,0.36,2.1,0.034,177,0.99085,0.4,11.9,8
7.2,0.27,0.27,2.4,0.048,149,0.9936,0.51,9.2,6
6.1,0.34,0.21,5,0.042,133,0.99373,0.53,9.4,5
5.7,0.22,0.2,16,0.044,113,0.99862,0.46,8.9,6
6.4,0.17,0.3,2.8,0.034,125,0.99152,0.49,10.4,6
7.3,0.22,0.49,9.9,0.031,161,0.9937,0.28,11.2,6
5.6,0.23,0.25,8,0.043,101,0.99429,0.42,10.4,6
6.5,0.23,0.33,13.8,0.042,139,0.99695,0.56,10.4,6
8.3,0.4,0.38,1.1,0.038,75,0.9934,0.43,9.2,5
6.7,0.41,0.27,2.6,0.033,85,0.99086,0.34,11.7,6
7.4,0.18,0.4,1.6,0.047,102,0.9937,0.44,10.7,5
6.8,0.22,0.26,1.2,0.041,182,0.99104,0.35,11.2,5
6,0.11,0.47,10.6,0.052,148,0.9958,0.34,9.3,4
7.1,0.27,0.24,12.6,0.044,118,0.99726,0.56,10,7
7.1,0.09,0.3,6.2,0.032,134,0.993,0.39,10.9,6
9.2,0.15,0.68,1.6,0.046,130,0.9948,0.45,10.4,6
6.4,0.15,0.29,1.8,0.044,115,0.99166,0.38,10.2,5
6.6,0.17,0.26,7.4,0.052,128,0.99388,0.37,10,6
6.9,0.28,0.27,2.1,0.036,121,0.9926,0.49,10.8,7
6.8,0.15,0.33,4.7,0.059,118,0.9956,0.39,9,7
6.1,0.22,0.49,1.5,0.051,87,0.9928,0.46,9.6,5
6.3,0.6,0.44,11,0.05,245,0.9972,0.57,9.3,4
7.4,0.31,0.26,8.6,0.048,206,0.9964,0.36,9.1,5
6.1,0.24,0.26,1.7,0.033,134,0.9903,0.81,11.9,7
6.4,0.15,0.36,1.8,0.034,150,0.9922,0.69,11,8
6.6,0.21,0.6,1.1,0.135,144,0.9927,0.39,9.3,7
5.9,0.29,0.32,1.4,0.022,47,0.9899,0.35,11.5,6
6.9,0.21,0.28,2.4,0.056,159,0.9944,0.47,8.8,8
5.7,0.695,0.06,6.8,0.042,84,0.99432,0.44,10.2,5
6.4,0.18,0.32,9.6,0.052,90,0.9963,0.49,9.4,6
7.4,0.3,0.49,8.2,0.055,188,0.9974,0.58,9.7,6
5.8,0.555,0.26,4.5,0.053,126,0.9943,0.46,9.1,5
9.2,0.28,0.49,11.8,0.042,137,0.998,0.34,10.1,4
5.3,0.21,0.29,0.7,0.028,66,0.99215,0.4,9.8,5
6,0.27,0.19,1.7,0.02,110,0.9898,0.47,12.6,7
6.7,0.28,0.42,3.5,0.035,105,0.99021,0.38,12.2,6
5.9,0.2,0.28,1,0.043,100,0.99033,0.41,11.4,6
7.4,0.25,0.37,13.5,0.06,192,0.9975,0.44,9.1,5
7.2,0.23,0.38,14.3,0.058,194,0.9979,0.44,9,6
6.5,0.38,0.26,5.2,0.042,112,0.99067,0.5,12.3,7
5.3,0.6,0.34,1.4,0.031,60,0.98854,0.38,13,6
6.5,0.22,0.34,12,0.053,177,0.9983,0.44,9.9,6
6.4,0.29,0.44,3.6,0.197,183,0.9942,0.38,9.1,5
7.2,0.16,0.26,7.1,0.054,224,0.9966,0.55,10.1,5
7.8,0.34,0.27,1.2,0.04,106,0.9932,0.55,10.4,5
8.3,0.14,0.34,1.1,0.042,47,0.9934,0.4,10.2,6
6.9,0.31,0.34,1.6,0.032,128,0.9917,0.47,11.7,6
6.9,0.3,0.21,15.7,0.056,159,0.99827,0.48,9,5
6.3,0.23,0.21,5.1,0.035,142,0.9942,0.33,10.1,7
5.9,0.62,0.28,3.5,0.039,152,0.9907,0.44,12,6
7,0.12,0.32,7.2,0.058,89,0.9966,0.38,9.2,6
7,0.28,0.32,1.7,0.038,128,0.99375,0.62,10.2,6
6.6,0.22,0.37,15.4,0.035,153,0.99845,0.4,9.3,5
6.5,0.33,0.24,14.5,0.048,96,0.99456,0.3,11.5,8
6.6,0.4,0.3,5.3,0.038,125,0.99204,0.73,12.6,6
6.6,0.41,0.24,4.9,0.158,144,0.99471,0.49,9.4,5
6.1,0.38,0.47,1.4,0.051,210,0.99309,0.5,9.6,5
6.3,0.24,0.29,13.7,0.035,134,0.99567,0.38,10.6,6
8.6,0.18,0.4,1.1,0.04,107,0.9923,0.32,10.2,7
5.6,0.28,0.4,6.1,0.034,118,0.99144,0.43,12.1,7
6.8,0.27,0.29,4.6,0.046,88,0.99458,0.48,10.6,4
8.6,0.34,0.36,1.4,0.045,119,0.99556,0.47,9.4,4
7.4,0.29,0.5,1.8,0.042,127,0.9937,0.5,10.2,7
6.2,0.25,0.48,10,0.044,240,0.99655,0.47,9.5,6
