"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","total_sulfur_dioxide","density","potassium_sulphate","alcohol","quality"
6.4,0.23,0.3,7.1,0.037,236,0.9952,0.34,9.2,6
7.3,0.19,0.68,1.5,0.05,156,0.9946,0.64,9.4,6
7.3,0.18,0.65,1.4,0.046,157,0.9946,0.62,9.4,6
6.9,0.31,0.34,7.4,0.059,174,0.9963,0.62,11.1,7
7.5,0.28,0.34,4.2,0.028,116,0.991,0.41,12.3,8
8.1,0.5,0.47,1.1,0.037,126,0.9938,0.42,10.9,5
7.4,0.31,0.74,10.7,0.039,147,0.9977,0.43,8.7,5
8.3,0.21,0.4,1.6,0.032,110,0.9907,0.6,12.9,7
6.9,0.39,0.22,4.3,0.03,102,0.993,0.87,11.6,4
7.5,0.23,0.32,9.2,0.038,191,0.9966,0.56,9.7,6
9,0.245,0.38,5.9,0.045,159,0.995,0.35,10.2,6
7.4,0.19,0.42,6.4,0.067,212,0.9958,0.33,9.6,6
8.2,0.2,0.36,8.1,0.035,163,0.9952,0.3,10.3,6
7.9,0.14,0.45,1.8,0.05,114,0.9948,0.49,10.7,7
9.4,0.17,0.55,1.6,0.049,94,0.9949,0.61,10.3,6
6.4,0.31,0.4,6.2,0.04,169,0.9953,0.46,9.3,6
7.9,0.255,0.26,2,0.026,190,0.9932,0.39,11.2,6
7,0.15,0.34,1.4,0.039,177,0.9927,0.62,10.8,5
7.6,0.19,0.42,1.5,0.044,114,0.9914,0.74,12.8,6
7.7,0.32,0.48,2.3,0.04,114,0.9911,0.52,12.8,7
6.8,0.15,0.32,8.8,0.058,110,0.9972,0.4,8.8,6
7.9,0.16,0.64,17,0.05,210,1.0004,0.51,9.3,7
7.8,0.21,0.39,1.8,0.034,180,0.991,0.75,12.6,8
6.7,0.18,0.3,6.4,0.048,251,0.9956,0.52,10,5
6.7,0.18,0.3,6.4,0.048,251,0.9956,0.52,10,5
8.4,0.58,0.27,12.15,0.033,116,0.9959,0.39,10.8,6
7.2,0.16,0.32,0.8,0.04,121,0.9922,0.33,10,6
8.4,0.58,0.27,12.15,0.033,116,0.9959,0.39,10.8,6
7.3,0.23,0.37,1.9,0.041,165,0.9908,0.4,12.2,8
7,0.46,0.39,6.2,0.039,163,0.9928,0.35,12.2,7
8.2,0.35,0.4,6.3,0.039,162,0.9936,0.34,11.9,7
7.8,0.29,0.36,7,0.042,161,0.9941,0.37,11.2,8
5.7,0.21,0.24,2.3,0.047,189,0.995,0.72,10.1,6
6.7,0.18,0.3,6.4,0.048,251,0.9956,0.52,10,5
6.2,0.12,0.26,5.7,0.044,158,0.9951,0.37,10.5,6
6.4,0.25,0.33,1.4,0.04,115,0.9906,0.48,11.3,7
6.9,0.32,0.16,1.4,0.051,96,0.994,0.38,9.5,4
7.6,0.27,0.24,3.8,0.058,115,0.9958,0.45,8.9,5
7.4,0.64,0.47,14.15,0.168,185,0.9984,0.49,9.3,5
8.3,0.26,0.41,9.2,0.042,162,0.9944,0.38,12,7
6.9,0.27,0.41,1.7,0.047,134,0.9929,0.69,11.4,6
5.7,0.43,0.3,5.7,0.039,98,0.992,0.61,12.3,7
6.8,0.23,0.4,1.6,0.047,133,0.993,0.7,11.4,6
7.3,0.18,0.29,1.2,0.044,143,0.9918,0.48,11.3,7
6.2,0.16,0.47,1.4,0.029,81,0.99,0.42,12.2,6
6.6,0.42,0.33,2.8,0.034,85,0.99,0.51,13.4,6
7.3,0.18,0.29,1.2,0.044,143,0.9918,0.48,11.3,7
7.3,0.25,0.36,13.1,0.05,200,0.9986,0.46,8.9,7
8.2,0.22,0.36,6.8,0.034,90,0.9944,0.38,10.5,8
7.1,0.19,0.28,3.6,0.033,78,0.993,0.78,11.4,6
7,0.2,0.34,5.7,0.035,83,0.9928,0.46,11.5,6
8.1,0.29,0.49,7.1,0.042,124,0.9944,0.41,10.8,6
5.8,0.17,0.3,1.4,0.037,130,0.9909,0.38,11.3,6
6.6,0.23,0.26,1.3,0.045,128,0.9934,0.6,10,6
6.9,0.35,0.74,1,0.044,132,0.992,0.55,10.2,5
6.9,0.23,0.24,14.2,0.053,94,0.9982,0.5,9.6,5
8.2,0.18,0.49,1.1,0.033,81,0.9923,0.68,10.4,7
6.1,0.25,0.49,7.6,0.052,226,0.9956,0.47,8.9,5
7.2,0.26,0.74,13.6,0.05,162,0.998,0.44,8.8,5
7.2,0.31,0.24,1.4,0.057,117,0.9928,0.35,10.5,5
7,0.18,0.49,5.3,0.04,125,0.9914,0.4,12.2,6
6.9,0.19,0.49,6.6,0.036,172,0.9932,0.27,11.5,6
7.2,0.4,0.49,1.1,0.048,138,0.9929,0.42,9.3,5
7.8,0.43,0.49,13,0.033,158,0.9955,0.35,11.3,6
7.6,0.52,0.49,14,0.034,156,0.9958,0.38,11.8,7
8.3,0.21,0.49,19.8,0.054,231,1.0012,0.54,9.2,5
6.9,0.34,0.74,11.2,0.069,150,0.9968,0.81,9.2,5
6.3,0.27,0.49,1.2,0.063,92,0.9911,0.42,12.2,6
7.9,0.11,0.49,4.5,0.048,133,0.9946,0.42,10.6,6
8.5,0.17,0.74,3.6,0.05,128,0.9928,0.4,12.4,6
7.2,0.4,0.49,1.1,0.048,138,0.9929,0.42,9.3,5
7,0.2,0.49,5.9,0.038,128,0.9938,0.48,10.8,6
7.2,0.08,0.49,1.3,0.05,148,0.9945,0.44,10.2,6
7.2,0.08,0.49,1.3,0.05,148,0.9945,0.44,10.2,6
6.7,0.16,0.49,2.4,0.046,187,0.9952,0.81,10.4,6
7.4,0.28,0.49,1.5,0.034,126,0.9918,0.39,10.6,6
5.6,0.185,0.49,1.1,0.03,117,0.9918,0.45,10.3,6
8,0.3,0.49,9.4,0.046,188,0.9964,0.48,10,5
7.7,0.27,0.49,1.8,0.041,86,0.9914,0.42,12.5,6
6.7,0.51,0.24,2.1,0.043,155,0.9904,0.6,13,6
8.3,0.2,0.49,1.7,0.04,169,0.9938,0.37,10.1,5
6.8,0.36,0.24,4.6,0.039,124,0.9909,0.34,12.6,7
7,0.17,0.74,12.8,0.045,126,0.9942,0.38,12.2,8
8.1,0.2,0.49,8.1,0.051,205,0.9954,0.52,11,6
7.9,0.2,0.49,1.6,0.053,144,0.993,0.47,10.5,5
7.3,0.155,0.49,1.3,0.039,136,0.9926,0.77,10.5,6
8.4,0.23,0.49,7.8,0.035,95,0.9935,0.34,12,6
8.3,0.2,0.49,1.7,0.04,169,0.9938,0.37,10.1,5
7.4,0.27,0.49,1.1,0.037,156,0.992,0.54,11.1,6
6.6,0.21,0.49,18.15,0.042,158,0.9997,0.39,8.7,6
7.5,0.23,0.49,7.7,0.049,209,0.9941,0.3,11.1,7
8.5,0.15,0.49,1.5,0.031,122,0.9932,0.4,10.3,6
8.9,0.13,0.49,1,0.028,24,0.9926,0.32,9.9,5
6.7,0.29,0.49,4.7,0.034,156,0.9945,0.45,9.9,6
7.1,0.36,0.24,1.8,0.025,102,0.9903,0.59,12.8,6
7.9,0.42,0.49,8.2,0.056,164,0.9965,0.6,11.2,7
6.9,0.24,0.49,1.3,0.032,148,0.9932,0.57,10.7,7
7.9,0.18,0.49,5.2,0.051,157,0.9953,0.48,10.6,6
6.2,0.43,0.49,6.4,0.045,115,0.9963,0.57,9,4
7.8,0.3,0.74,1.8,0.033,156,0.991,0.52,12.8,6
8.5,0.19,0.49,3.5,0.044,117,0.9938,0.51,10.1,6
7.4,0.3,0.49,8.2,0.055,188,0.9974,0.58,9.7,6
6.9,0.22,0.49,7,0.063,168,0.9957,0.5,10.3,6
9.8,0.31,0.49,15.4,0.046,119,1.0004,0.45,9.5,5
8.4,0.24,0.49,7.4,0.039,108,0.9934,0.33,11.9,7
6.4,0.18,0.74,11.9,0.046,168,0.9978,0.68,10.1,5
7,0.29,0.49,3.8,0.047,136,0.9938,0.4,9.4,6
6.4,0.27,0.49,7.3,0.046,206,0.9956,0.43,9.2,6
6.3,0.24,0.74,1.4,0.172,108,0.9932,0.39,9.9,6
6.7,0.33,0.49,1.6,0.167,94,0.9914,0.5,11.4,6
8.2,0.34,0.49,8,0.046,223,0.996,0.52,10.7,6
8.2,0.26,0.49,5.2,0.04,100,0.9941,0.34,10.1,6
7.8,0.26,0.49,3.2,0.027,87,0.9919,0.32,11.3,7
6.2,0.22,0.49,6,0.029,128,0.9928,0.36,11.3,8
7.8,0.26,0.49,3.2,0.027,87,0.9919,0.32,11.3,7
8.9,0.32,0.49,1.6,0.05,131,0.9956,0.34,9.4,5
6.5,0.44,0.49,7.7,0.045,169,0.9957,0.37,8.7,6
6.4,0.26,0.49,6.4,0.037,161,0.9954,0.53,9.7,6
9,0.22,0.49,10.4,0.048,195,0.9987,0.44,10.2,6
8.2,0.2,0.49,3.5,0.057,108,0.9928,0.35,11.5,6
7.8,0.49,0.49,7,0.043,149,0.9952,0.33,10,5
8.1,0.12,0.49,1.2,0.042,160,0.9934,0.48,9.7,6
7.6,0.47,0.49,13,0.239,220,0.9988,0.51,9.2,5
7.9,0.22,0.49,3.8,0.042,105,0.993,0.39,10.5,5
6.4,0.22,0.49,7.5,0.054,151,0.9948,0.52,10.1,6
8.1,0.3,0.49,12.3,0.049,144,0.9971,0.57,10.2,7
7.8,0.21,0.49,1.2,0.036,99,0.99,0.28,12.1,7
8.2,0.29,0.49,1,0.044,118,0.9928,0.36,10.9,4
7.9,0.33,0.28,31.6,0.053,176,1.0103,0.38,8.8,6
6.6,0.46,0.49,7.4,0.052,184,0.9956,0.38,9,5
7.8,0.28,0.49,1.3,0.046,142,0.9936,0.59,10.2,5
8.1,0.28,0.46,15.4,0.059,177,1.0004,0.58,9,4
7.9,0.18,0.33,1.2,0.033,72,0.9922,0.38,10.5,7
7.1,0.31,0.38,1.2,0.036,124,0.9924,0.44,9.9,6
7.8,0.24,0.18,6.7,0.046,160,0.9963,0.56,9.8,6
6.6,0.27,0.31,5.3,0.137,163,0.9951,0.38,9.3,5
6.4,0.35,0.2,5.7,0.034,117,0.9944,0.43,10.1,5
7.6,0.32,0.34,18.35,0.054,197,1.0008,0.55,9,5
7.2,0.25,0.28,14.4,0.055,205,0.9986,0.38,9,7
7.3,0.26,0.33,17.85,0.049,195,1,0.44,9.1,7
7.4,0.26,0.37,9.4,0.047,147,0.9982,0.72,10,5
7,0.24,0.3,4.2,0.04,213,0.9927,0.49,11.8,6
8.5,0.32,0.36,14.9,0.041,190,0.9982,0.31,10,6
7.9,0.29,0.36,11.1,0.033,208,0.9969,0.46,10.3,5
6.6,0.25,0.31,1.5,0.035,127,0.9921,0.47,11.3,6
7,0.61,0.26,1.7,0.051,161,0.9946,0.6,10.6,4
6.8,0.22,0.3,13.6,0.055,180,0.9984,0.39,9.8,5
8.1,0.31,0.24,1.6,0.032,67,0.9924,0.47,10.5,5
6.8,0.3,0.24,6.6,0.123,116,0.9953,0.48,9.4,5
6.5,0.18,0.34,1.6,0.04,148,0.9912,0.59,11.5,8
9.3,0.2,0.33,1.7,0.05,178,0.9954,0.43,9,4
5.8,0.23,0.27,1.8,0.043,69,0.9933,0.31,9.4,6
7.6,0.2,0.39,2.6,0.044,180,0.9941,0.44,10.8,7
7.5,0.4,1,19.5,0.041,148,0.9977,0.38,12,6
7.6,0.445,0.44,14.5,0.045,212,0.9986,0.36,10,6
9.2,0.23,0.3,1.1,0.031,99,0.9929,0.3,10.4,6
6.9,0.16,0.3,9.6,0.057,185,0.9978,0.38,9.6,6
6.7,0.16,0.28,2.5,0.046,153,0.9921,0.51,11.4,7
6.9,0.29,0.23,8.6,0.056,215,0.9967,0.44,8.8,5
7.3,0.21,0.3,10.9,0.037,112,0.997,0.5,9.6,6
6.7,0.27,0.25,8,0.053,202,0.9961,0.43,9.3,5
7.8,0.39,0.26,9.9,0.059,181,0.9955,0.42,10.9,6
8.7,0.45,0.4,1.5,0.067,100,0.9957,0.57,10.1,6
6.7,0.24,0.29,6.8,0.038,127,0.9932,0.46,11.6,7
7.2,0.26,0.3,2.1,0.033,158,0.9909,0.43,12.1,7
7.8,0.2,0.24,1.6,0.026,189,0.991,0.74,12.1,7
7.4,0.35,0.31,17.95,0.062,187,1.0002,0.64,9.1,5
6.9,0.25,0.27,9.05,0.039,128,0.9936,0.34,11.3,8
6.8,0.23,0.29,15.4,0.073,173,0.9984,0.41,8.7,6
9.4,0.16,0.23,1.6,0.042,67,0.9942,0.32,9.5,5
8.8,0.2,0.43,15,0.053,184,1.0008,0.79,8.8,6
7.2,0.15,0.38,1.2,0.038,110,0.9917,0.43,11.1,6
6.8,0.33,0.28,1.2,0.032,131,0.9889,0.41,13,6
6.8,0.3,0.35,2.8,0.038,164,0.9912,0.53,12,6
8.2,0.42,0.29,4.1,0.03,100,0.9911,0.32,12.8,7
7.3,0.19,0.24,6.3,0.054,231,0.9964,0.54,10,6
7.4,0.49,0.24,15.1,0.03,153,0.9953,0.51,12,7
6.4,0.21,0.3,5.6,0.044,160,0.9949,0.41,10.6,6
8,0.55,0.42,12.6,0.211,213,0.9988,0.56,9.3,5
6.9,0.18,0.33,1,0.054,164,0.9926,0.51,10.5,5
8.3,0.28,0.45,7.8,0.059,139,0.9972,0.77,11.2,6
6.8,0.24,0.35,6.4,0.048,172,0.9944,0.55,10.5,7
8,0.22,0.28,14,0.053,197,0.9981,0.45,9.8,6
10,0.91,0.42,1.6,0.056,181,0.9968,0.46,10,4
8.9,0.34,0.34,1.6,0.056,176,0.9946,0.47,9.7,5
6.7,0.18,0.19,4.7,0.046,161,0.9946,0.66,10.5,6
6.6,0.28,0.3,7.8,0.049,202,0.9958,0.39,9.5,5
7.6,0.27,0.25,13.9,0.05,199,0.9984,0.5,9.8,6
6.3,0.19,0.21,1.8,0.049,163,0.9924,0.5,10.3,6
6.6,0.31,0.38,16.05,0.058,165,0.9997,0.6,9.2,5
8,0.25,0.26,14,0.043,248,0.9986,0.57,8.7,6
7.2,0.2,0.61,16.2,0.043,103,0.9987,0.36,9.2,6
7.7,0.3,0.42,14.3,0.045,213,0.9991,0.63,9.2,5
7.7,0.3,0.42,14.3,0.045,213,0.9991,0.63,9.2,5
7.7,0.3,0.42,14.3,0.045,213,0.9991,0.63,9.2,5
6.4,0.22,0.32,7.9,0.029,124,0.9948,0.39,10.2,5
7.3,0.24,0.41,13.6,0.05,178,0.9988,0.43,9.7,5
7.6,0.15,0.4,1.3,0.036,112,0.9932,0.76,10,5
6.8,0.24,0.31,18.3,0.046,142,1,0.41,8.7,5
6.7,0.44,0.31,1.9,0.03,104,0.99,0.62,12.6,7
7.4,0.21,0.3,7.9,0.039,118,0.9942,0.34,10.4,5
7.2,0.36,0.36,5.7,0.038,98,0.9914,0.59,12.5,7
7.9,0.3,0.27,8.5,0.036,112,0.9939,0.46,11.7,6
8.3,0.23,0.3,2.1,0.049,153,0.9953,0.5,9.6,6
8.1,0.26,0.33,11.1,0.052,158,0.9976,0.49,10.2,7
7.6,0.13,0.34,9.3,0.062,126,0.9966,0.39,9.6,5
7,0.12,0.19,4.9,0.055,127,0.9953,0.41,9.4,5
7.1,0.25,0.28,1.6,0.052,169,0.9926,0.41,10.5,5
9.2,0.27,0.34,10.5,0.043,228,0.9974,0.41,10.4,6
7.2,0.47,0.65,8.3,0.083,182,0.9964,0.35,9.2,5
6.8,0.28,0.36,1.6,0.04,87,0.9924,0.66,10.3,6
8.8,0.34,0.33,9.7,0.036,172,0.9966,0.4,10.2,5
6.8,0.31,0.32,7.6,0.052,143,0.9959,0.38,9,5
7.2,0.19,0.31,1.4,0.046,135,0.9939,0.57,10.2,7
8,0.25,0.13,17.2,0.036,219,0.9996,0.46,9.7,5
7.4,0.32,0.55,16.6,0.056,238,1.0017,0.58,8.7,6
8.5,0.17,0.31,1,0.024,91,0.993,0.37,10.1,5
6.8,0.28,0.37,7,0.057,208,0.9973,0.55,10.2,5
7.9,0.33,0.26,1.2,0.044,103,0.9932,0.54,10.5,6
7.6,0.2,0.3,14.2,0.056,212.5,0.999,0.46,8.9,8
7.6,0.2,0.3,14.2,0.056,212.5,0.999,0.46,8.9,8
8,0.22,0.32,10.4,0.043,201,0.997,0.53,9.5,6
7,0.28,0.33,14.6,0.043,168,0.9994,0.67,8.8,6
7.3,0.18,0.31,17.3,0.055,197,1.0002,0.46,9,6
7.6,0.17,0.35,1.6,0.047,154,0.9934,0.69,11.1,6
7.4,0.26,0.31,2.4,0.043,178,0.9941,0.68,10.6,6
7,0.28,0.33,14.6,0.043,168,0.9994,0.67,8.8,6
8.4,0.2,0.38,11.8,0.055,170,1.0004,0.82,8.9,6
5.6,0.18,0.31,1.5,0.038,84,0.9924,0.58,10.1,6
7.2,0.15,0.39,1.8,0.043,159,0.9948,0.47,10,5
6.6,0.32,0.22,16.7,0.046,133,0.9979,0.67,10.4,6
7.6,0.34,0.39,7.6,0.04,215,0.9965,0.53,9.2,6
6.4,0.26,0.4,1.7,0.179,60,0.9925,0.54,10.1,5
6.9,0.32,0.15,8.1,0.046,180,0.9958,0.45,8.9,5
8.9,0.21,0.34,7.1,0.037,150,0.9962,0.45,9.7,6
5.6,0.13,0.27,4.8,0.028,104,0.9948,0.45,9.2,6
8.7,0.24,0.35,0.6,0.042,71,0.9926,0.38,10.6,5
6.8,0.33,0.44,7,0.05,155,0.9955,0.42,9.5,5
6.3,0.28,0.24,8.45,0.031,172,0.9958,0.57,9.7,7
8.6,0.485,0.29,4.1,0.026,101,0.9918,0.38,12.4,5
7.3,0.29,0.29,4.6,0.029,155,0.9931,0.26,10.6,6
5.7,0.46,0.46,1.4,0.04,169,0.9932,0.47,8.8,5
6.7,0.23,0.33,1.8,0.036,96,0.9925,0.4,10.8,6
6.6,0.22,0.28,4.9,0.042,180,0.9952,0.75,9.5,6
5.7,0.32,0.18,1.4,0.029,104,0.9906,0.37,11,6
7.1,0.33,0.25,1.6,0.03,126,0.9901,0.34,12.1,7
7.3,0.34,0.3,1.3,0.057,173,0.9948,0.51,9.1,6
6.6,0.27,0.29,5.3,0.045,189,0.9953,0.79,9.8,5
5.9,0.17,0.3,1.4,0.042,119,0.9931,0.72,10.5,6
7.4,0.45,0.32,7.1,0.044,117,0.9962,0.41,10.4,4
7.9,0.17,0.32,1.6,0.053,150,0.9948,0.76,9.6,6
8.3,0.17,0.31,1.5,0.049,153,0.9942,0.58,9.4,6
7.9,0.17,0.32,1.6,0.053,150,0.9948,0.76,9.6,6
7.2,0.24,0.19,7.7,0.045,176,0.9958,0.38,9.5,5
5.3,0.76,0.03,2.7,0.043,93,0.9932,0.38,9.2,5
6.8,0.32,0.34,6,0.05,129,0.9953,0.4,9.1,5
7.4,0.18,0.36,13.1,0.056,163,1,0.35,9.1,6
6,0.16,0.3,6.7,0.043,153,0.9951,0.46,10.6,5
6.7,0.24,0.33,12.3,0.046,145,0.9983,0.4,9.5,5
6.8,0.28,0.35,2.3,0.042,85,0.9906,0.56,12.4,6
6,0.27,0.15,1.5,0.056,128,0.9936,0.45,8.8,5
6,0.16,0.3,6.7,0.043,153,0.9951,0.46,10.6,5
7.7,0.23,0.31,10.7,0.038,186,0.9969,0.55,9.5,6
5.7,0.33,0.15,1.9,0.05,93,0.9934,0.62,9.9,5
7.7,0.26,0.32,1.2,0.04,117,0.993,0.56,10.8,5
6.4,0.2,0.32,3.1,0.041,126,0.9914,0.42,12,6
8,0.16,0.36,1.5,0.033,122,0.9941,0.39,10.3,4
6.5,0.43,0.28,12,0.056,174,0.9986,0.55,9.3,5
7.2,0.16,0.26,7.1,0.054,224,0.9966,0.55,10.1,5
7.9,0.18,0.36,5.9,0.058,132,0.995,0.52,10.9,6
5.5,0.24,0.32,8.7,0.06,102,0.994,0.31,10.4,5
8.2,0.21,0.32,10.65,0.053,145,0.9972,0.48,10.2,6
7.2,0.2,0.31,10,0.054,165,0.997,0.42,9.9,6
7.7,0.28,0.35,15.3,0.056,117,0.9998,0.5,9.6,5
8.5,0.25,0.27,4.7,0.031,92,0.9922,0.33,12,6
9.9,0.49,0.23,2.4,0.087,115,0.9948,0.44,9.4,6
7.4,0.19,0.3,12.8,0.053,229,0.9986,0.49,9.1,7
7.4,0.19,0.3,12.8,0.053,229,0.9986,0.49,9.1,7
6.6,0.32,0.27,10.9,0.041,146,0.9963,0.47,10,5
6.3,0.3,0.24,6.6,0.04,141,0.995,0.47,9.5,5
6.5,0.39,0.81,1.2,0.217,74,0.9936,0.53,9.5,5
7.1,0.18,0.32,12.2,0.048,125,0.9967,0.54,9.4,6
7,0.22,0.26,1.1,0.037,71,0.9902,0.38,11.7,6
7.1,0.26,0.19,8.2,0.051,187,0.996,0.52,9.7,5
7.1,0.26,0.19,8.2,0.051,187,0.996,0.52,9.7,5
7.6,0.27,0.33,2,0.059,175,0.9944,0.56,9.9,5
8.9,0.24,0.33,15.75,0.035,132,0.996,0.37,12.1,6
7,0.32,0.35,1.5,0.039,125,0.9918,0.64,12.2,6
7.4,0.24,0.26,1.6,0.058,150,0.9936,0.5,9.9,7
7,0.32,0.35,1.5,0.039,125,0.9918,0.64,12.2,6
7.4,0.17,0.29,1.4,0.047,107,0.9939,0.65,10.4,6
7.8,0.3,0.37,1.3,0.051,96,0.9941,0.62,10,5
8.1,0.25,0.38,3.8,0.051,129,0.9928,0.38,11.5,6
7,0.22,0.32,1.6,0.045,120,0.9914,0.44,10.5,6
8.5,0.28,0.34,13.8,0.041,161,0.9981,0.4,9.9,6
8,0.45,0.28,10.8,0.051,157,0.9957,0.47,11.4,7
6.5,0.39,0.35,1.6,0.049,164,0.99516,0.51,9.7,5
6.9,0.44,0.42,8.5,0.048,147,0.9974,0.46,9.5,6
7.5,0.31,0.24,7.1,0.031,141,0.99397,0.38,10.6,7
6.4,0.34,0.2,14.9,0.06,162,0.9983,0.45,9,4
9.2,0.34,0.54,17.3,0.06,235,1.00182,0.61,8.8,6
7.2,0.29,0.2,7.7,0.046,174,0.99582,0.52,9.5,5
7.3,0.21,0.21,1.6,0.046,133,0.99466,0.46,10,6
7.6,0.48,0.28,10.4,0.049,205,0.99748,0.45,9.3,5
7.6,0.48,0.28,10.4,0.049,205,0.99748,0.45,9.3,5
8.5,0.25,0.31,2.8,0.032,61,0.99189,0.44,11.5,6
7.3,0.19,0.25,1.4,0.051,107,0.99382,0.66,10.5,7
7.5,0.29,0.26,14.95,0.067,178,0.99838,0.49,9.2,4
7.4,0.33,0.26,15.6,0.049,210,0.99907,0.68,9.5,5
7.3,0.4,0.28,6.5,0.037,97,0.99148,0.58,12.6,7
6.5,0.32,0.23,1.2,0.054,208,0.99272,0.46,9.9,6
6.5,0.29,0.42,10.6,0.042,202,0.99674,0.53,9.5,6
7.3,0.3,0.33,2.3,0.043,125,0.99084,0.44,12.6,7
6.9,0.44,0.18,11.8,0.051,126,0.9975,0.48,9.1,5
7,0.36,0.3,5,0.04,143,0.99173,0.42,12.2,7
5.6,0.295,0.2,2.2,0.049,134,0.99378,0.68,10,5
6.8,0.21,0.55,14.6,0.053,159,0.99805,0.44,9.2,5
8.1,0.28,0.34,1.3,0.035,126,0.99232,0.5,9.8,6
6.8,0.21,0.55,14.6,0.053,159,0.99805,0.44,9.2,5
7.7,0.42,0.38,8.1,0.061,144,0.9966,0.58,11,6
7.5,0.26,0.59,11.8,0.046,164,0.99814,0.46,8.9,4
6.6,0.4,0.32,1.7,0.035,84,0.99096,0.48,12.7,7
4.6,0.445,0,1.4,0.053,178,0.99426,0.55,10.2,5
7,0.35,0.17,1.1,0.049,119,0.99297,0.36,9.7,6
7.5,0.38,0.29,12.7,0.05,209,0.9986,0.59,9.3,6
7.5,0.23,0.35,17.8,0.058,212,1.00241,0.43,8.9,5
7,0.23,0.26,7.2,0.041,90,0.99509,0.55,9.5,6
7.7,0.29,0.29,4.8,0.06,156,0.99572,0.59,10.3,6
7.2,0.34,0.3,8.4,0.051,167,0.99756,0.62,9.7,5
7.7,0.4,0.27,4.5,0.034,95,0.99175,0.59,12.3,8
7.5,0.23,0.29,2.6,0.031,98,0.99194,0.54,10.9,6
7.9,0.46,0.4,10.1,0.168,184,0.99782,0.62,9.5,5
7.9,0.25,0.34,11.4,0.04,202,0.99708,0.57,9.6,6
6.6,0.32,0.24,1.3,0.06,204,0.99512,0.51,9.2,5
7.4,0.33,0.44,7.6,0.05,227,0.99679,0.52,9,5
7.2,0.3,0.3,8.1,0.05,188,0.99652,0.49,9.1,6
6.4,0.27,0.19,2,0.084,191,0.99516,0.63,9.6,4
6.4,0.27,0.19,1.9,0.085,196,0.99516,0.64,9.5,4
7,0.23,0.42,5.1,0.042,144,0.99518,0.59,10.2,6
6.9,0.15,0.28,4.4,0.029,107,0.99347,0.46,10.4,8
6.7,0.26,0.29,5.8,0.025,74,0.9929,0.53,11,6
6.9,0.3,0.29,1.3,0.053,189,0.99362,0.54,9.9,4
7.6,0.21,0.35,1.2,0.041,106,0.9914,0.45,11.3,4
6.4,0.17,0.34,1.5,0.093,136,0.9938,0.49,9.6,6
9.2,0.16,0.49,2,0.044,107,0.99514,0.53,10.2,4
9.8,0.16,0.46,1.8,0.046,130,0.99587,0.67,9.6,5
7.9,0.44,0.26,4.45,0.033,100,0.99117,0.52,12.7,6
8,0.27,0.25,19.1,0.045,208,1.00051,0.5,9.2,6
7.3,0.815,0.09,11.4,0.044,204,0.99713,0.46,9,5
6.1,0.36,0.41,19.35,0.07,207,1.00118,0.53,9.1,5
8.1,0.4,0.32,7.9,0.031,118,0.99176,0.46,13.3,7
6.8,0.26,0.43,11.75,0.045,198,0.9969,0.55,9.5,5
7.2,0.24,0.29,3,0.036,117,0.99411,0.68,10.1,6
7.3,0.22,0.26,1.5,0.04,172,0.99194,0.48,11.2,6
7.4,0.35,0.2,13.9,0.054,229,0.99888,0.5,8.9,6
8,0.26,0.28,4.8,0.05,150,0.99437,0.5,10,6
6.8,0.46,0.26,6.3,0.147,159,0.99434,0.47,10,5
6.5,0.27,0.26,8.2,0.042,133,0.99612,0.64,9.8,6
6.6,0.26,0.27,1.5,0.04,114,0.99295,0.62,10.5,6
6.6,0.56,0.15,10,0.037,157,0.99642,0.52,9.4,5
6.6,0.56,0.15,10,0.037,157,0.99642,0.52,9.4,5
6.3,0.2,0.26,1.6,0.027,141,0.99268,0.56,10.8,6
8.1,0.33,0.36,7.4,0.037,156,0.99592,0.54,10.6,6
8.2,0.26,0.33,2.6,0.053,71,0.99402,0.49,9.5,5
7.5,0.27,0.79,11.95,0.04,159,0.99839,0.44,8.7,5
5.2,0.16,0.34,0.8,0.029,77,0.99155,0.51,10.1,6
6,0.29,0.21,15.55,0.043,142,0.99658,0.54,10.1,6
7.4,0.56,0.09,1.5,0.071,117,0.99496,0.53,9.8,5
6.1,0.27,0.31,1.5,0.035,83,0.99076,0.44,11.1,7
6.3,0.27,0.37,7.9,0.047,215,0.99542,0.48,9.5,6
6.7,0.24,0.32,10.3,0.079,122,0.99662,0.45,8.8,5
7.9,0.27,0.27,1.7,0.034,122,0.99088,0.51,11.9,6
6.1,0.28,0.24,19.95,0.074,174,0.99922,0.44,9.3,6
6.4,0.31,0.4,6.4,0.039,191,0.99513,0.52,9.8,5
7.4,0.4,0.41,14.1,0.053,194,0.99886,0.63,9.4,6
6.6,0.26,0.25,11.6,0.045,178,0.99691,0.43,9.8,6
7.3,0.51,0.29,11.3,0.034,224,0.99683,0.56,9.5,6
7.3,0.16,0.35,1.5,0.036,108,0.99342,0.51,10.2,6
6.6,0.42,0.13,12.8,0.044,158,0.99772,0.47,9,5
6.7,0.54,0.27,7.1,0.049,178,0.99502,0.38,9.4,4
6.8,0.23,0.3,1.7,0.043,95,0.99207,0.46,10.7,7
9,0.29,0.34,12.1,0.03,177,0.99706,0.47,10.6,5
9,0.26,0.34,6.7,0.029,162,0.99497,0.5,10.6,6
